,tickers,best_value,best_param
137,005290,1.0,"{'r1': 30, 'ad': 4, 'limad': 89, 'wmean': 10}"
138,030000,1.042462845010616,"{'r1': 8, 'ad': 23, 'limad': 33, 'wmean': 7}"
139,065350,4.792986068152145,"{'r1': 17, 'ad': 9, 'limad': 21, 'wmean': 10}"
140,175330,1.598749770508806,"{'r1': 14, 'ad': 3, 'limad': 46, 'wmean': 7}"
141,417200,,
142,214150,1.4652425301994416,"{'r1': 11, 'ad': 21, 'limad': 8, 'wmean': 7}"
143,348370,,
144,023530,1.1914211574683535,"{'r1': 4, 'ad': 8, 'limad': 48, 'wmean': 4}"
145,051915,2.0470308350897115,"{'r1': 6, 'ad': 3, 'limad': 20, 'wmean': 6}"
146,012750,1.1351429834399163,"{'r1': 3, 'ad': 18, 'limad': 29, 'wmean': 7}"
147,010120,1.525812329949107,"{'r1': 13, 'ad': 4, 'limad': 17, 'wmean': 9}"
148,293490,,
149,328130,,
150,041510,1.7679280820993564,"{'r1': 13, 'ad': 7, 'limad': 46, 'wmean': 8}"
151,010060,1.4340665698121262,"{'r1': 29, 'ad': 7, 'limad': 13, 'wmean': 4}"
152,139480,1.113570300628324,"{'r1': 21, 'ad': 30, 'limad': 27, 'wmean': 4}"
153,028670,1.2505466312718854,"{'r1': 6, 'ad': 10, 'limad': 35, 'wmean': 5}"
154,002380,1.2115842151989082,"{'r1': 30, 'ad': 8, 'limad': 29, 'wmean': 10}"
155,007660,3.4384773346468163,"{'r1': 20, 'ad': 27, 'limad': 19, 'wmean': 10}"
156,111770,1.2614852879730236,"{'r1': 9, 'ad': 5, 'limad': 60, 'wmean': 6}"
157,145020,1.0457636309766822,"{'r1': 3, 'ad': 30, 'limad': 21, 'wmean': 4}"
158,009420,1.3063918215640715,"{'r1': 3, 'ad': 2, 'limad': 14, 'wmean': 5}"
159,000880,1.2128099004584196,"{'r1': 18, 'ad': 3, 'limad': 67, 'wmean': 10}"
160,298040,,
161,095340,2.3605258023104683,"{'r1': 6, 'ad': 12, 'limad': 10, 'wmean': 7}"
162,112040,1.4188155854973112,"{'r1': 13, 'ad': 3, 'limad': 60, 'wmean': 8}"
163,026960,1.0768940704494836,"{'r1': 7, 'ad': 23, 'limad': 25, 'wmean': 6}"
164,047040,1.1731086606252432,"{'r1': 14, 'ad': 20, 'limad': 20, 'wmean': 6}"
165,204320,1.4493830162308472,"{'r1': 8, 'ad': 24, 'limad': 12, 'wmean': 6}"
166,073240,1.3105472440075145,"{'r1': 15, 'ad': 29, 'limad': 11, 'wmean': 9}"
167,006040,1.153577661431065,"{'r1': 9, 'ad': 29, 'limad': 24, 'wmean': 5}"
168,000250,2.928704827627109,"{'r1': 3, 'ad': 2, 'limad': 79, 'wmean': 6}"
169,035760,1.5833221711772436,"{'r1': 6, 'ad': 26, 'limad': 20, 'wmean': 10}"
170,036930,1.8277685575155256,"{'r1': 7, 'ad': 2, 'limad': 72, 'wmean': 9}"
171,004170,1.0918077805592097,"{'r1': 9, 'ad': 28, 'limad': 22, 'wmean': 10}"
172,007310,1.0832598933303041,"{'r1': 4, 'ad': 19, 'limad': 39, 'wmean': 4}"
173,017800,1.9167682650416042,"{'r1': 7, 'ad': 18, 'limad': 23, 'wmean': 10}"
174,011210,1.1791596170443797,"{'r1': 7, 'ad': 24, 'limad': 28, 'wmean': 8}"
175,051600,1.0122925186564504,"{'r1': 10, 'ad': 18, 'limad': 29, 'wmean': 9}"
176,185750,1.634788072496784,"{'r1': 26, 'ad': 2, 'limad': 66, 'wmean': 10}"
177,240810,1.1622904808121086,"{'r1': 5, 'ad': 24, 'limad': 24, 'wmean': 10}"
178,000080,1.1555608309891139,"{'r1': 12, 'ad': 2, 'limad': 77, 'wmean': 6}"
179,042670,2.178453420679436,"{'r1': 4, 'ad': 8, 'limad': 11, 'wmean': 4}"
180,298050,,
181,375500,,
182,020150,1.3194706513702168,"{'r1': 8, 'ad': 19, 'limad': 26, 'wmean': 6}"
